,fn,tid,title,wordsInTitle,url,imdbRating,ratingCount,duration,year,type,nrOfWins,nrOfNominations,nrOfPhotos,nrOfNewsArticles,nrOfUserReviews,nrOfGenre,Action,Adult,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,FilmNoir,GameShow,History,Horror,Music,Musical,Mystery,News,RealityTV,Romance,SciFi,Short,Sport,TalkShow,Thriller,War,Western
2939,titles03/index.html.2487,tt0113303,Kryjówka diabla (1995) ,hideaway das b se,http://www.imdb.com/title/tt0113303/,5.3,4515.0,6360.0,1995.0,video.movie,0,0,34,11,49,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2940,titles03/index.html.2488,tt0113305,Studenci (1995) ,die rebellen,http://www.imdb.com/title/tt0113305/,6.4,12547.0,7620.0,1995.0,video.movie,1,1,16,112,133,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2941,titles03/index.html.2489,tt0113409,W paszczy szaleństwa (1994) ,die m chte des wahnsinns,http://www.imdb.com/title/tt0113409/,7.2,33715.0,5700.0,1994.0,video.movie,1,3,20,115,211,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2942,titles03/index.html.2490,tt0113419,Indianin w kredensie (1995) ,der indianer im k chenschrank,http://www.imdb.com/title/tt0113419/,5.9,17179.0,5760.0,1995.0,video.movie,1,6,20,12,44,3,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2943,titles03/index.html.2491,tt0113464,Jeffrey (1995) ,jeffrey,http://www.imdb.com/title/tt0113464/,6.6,4429.0,5520.0,1995.0,video.movie,1,4,37,56,51,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2944,titles03/index.html.2492,tt0113492,Sędzia Dredd (1995) ,judge dredd,http://www.imdb.com/title/tt0113492/,5.3,68672.0,5760.0,1995.0,video.movie,1,5,55,1373,195,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2945,titles03/index.html.2493,tt0113501,W slusznej sprawie (1995) ,im sumpf des verbrechens,http://www.imdb.com/title/tt0113501/,6.3,16370.0,6120.0,1995.0,video.movie,0,0,26,167,73,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2946,titles03/index.html.2494,tt0113537,Tupiac i wrzeszczac (1995) ,kicking and screaming,http://www.imdb.com/title/tt0113537/,7.1,5717.0,5760.0,1995.0,video.movie,0,0,18,41,65,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2947,titles03/index.html.2495,tt0113568,Ghost in the Shell (1995) ,ghost in the shell,http://www.imdb.com/title/tt0113568/,8.0,57016.0,4980.0,1995.0,video.movie,5,2,36,306,228,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2948,titles03/index.html.2496,tt0113627,Zostawić Las Vegas (1995) ,leaving las vegas liebe bis in den tod,http://www.imdb.com/title/tt0113627/,7.6,78362.0,6660.0,1995.0,video.movie,32,19,55,537,271,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2949,titles03/index.html.2497,tt0113670,Mała Księżniczka (1995) ,die traumprinzessin,http://www.imdb.com/title/tt0113670/,7.7,19814.0,5820.0,1995.0,video.movie,4,3,34,81,112,3,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2950,titles03/index.html.2498,tt0113762,Maglownica (1995) ,the mangler,http://www.imdb.com/title/tt0113762/,3.8,5652.0,6360.0,1995.0,video.movie,1,0,13,59,75,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2951,titles03/index.html.2499,tt0113774,Muzeum Margaret (1995) ,das ende aller tr ume,http://www.imdb.com/title/tt0113774/,7.4,1148.0,6840.0,1995.0,video.movie,10,6,5,0,11,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2952,titles03/index.html.250,tt0031060,Bracia Marx w cyrku (1939) ,die marx brothers im zirkus,http://www.imdb.com/title/tt0031060/,6.9,3571.0,5220.0,1939.0,video.movie,0,0,16,5,40,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2953,titles03/index.html.2500,tt0113799,Memorîzu (1995) ,memories,http://www.imdb.com/title/tt0113799/,7.6,8536.0,6780.0,1995.0,video.movie,1,0,5,0,27,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2954,titles03/index.html.2501,tt0113819,Jej wysokość Afrodyta (1995) ,geliebte aphrodite,http://www.imdb.com/title/tt0113819/,7.1,25957.0,5700.0,1995.0,video.movie,13,8,20,110,83,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2955,titles03/index.html.2502,tt0113824,Szept serca (1995) ,stimme des herzens,http://www.imdb.com/title/tt0113824/,8.0,18811.0,6660.0,1995.0,video.movie,0,0,5,0,92,3,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2956,titles03/index.html.2503,tt0113843,Mommy (1995) ,mommy,http://www.imdb.com/title/tt0113843/,5.2,243.0,5340.0,1995.0,video.movie,0,0,4,2,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
2957,titles03/index.html.2504,tt0113855,Mortal Kombat (1995) ,mortal kombat,http://www.imdb.com/title/tt0113855/,5.8,65703.0,6060.0,1995.0,video.movie,1,2,68,1149,261,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2958,titles03/index.html.2505,tt0113870,Morderstwo pierwszego stopnia (1995) ,lebenslang in alcatraz,http://www.imdb.com/title/tt0113870/,7.3,18324.0,7320.0,1995.0,video.movie,2,2,24,48,105,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2959,titles03/index.html.2506,tt0113957,System (1995) ,das netz,http://www.imdb.com/title/tt0113957/,5.8,40666.0,6840.0,1995.0,video.movie,0,0,54,44,154,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2960,titles03/index.html.2507,tt0113987,Nixon (1995) ,nixon,http://www.imdb.com/title/tt0113987/,7.1,21073.0,11520.0,1995.0,video.movie,11,8,45,7,156,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2961,titles03/index.html.2508,tt0114069,Epidemia (1995) ,outbreak lautlose killer,http://www.imdb.com/title/tt0114069/,6.5,76265.0,7620.0,1995.0,video.movie,6,2,44,69,120,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2962,titles03/index.html.2509,tt0114148,Pocahontas (1995) ,pocahontas,http://www.imdb.com/title/tt0114148/,6.5,76356.0,4860.0,1995.0,video.movie,13,5,65,127,198,3,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2964,titles03/index.html.2510,tt0114168,Zagadka Powdera (1995) ,powder,http://www.imdb.com/title/tt0114168/,6.5,20651.0,6660.0,1995.0,video.movie,1,1,23,66,147,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2965,titles03/index.html.2511,tt0114194,Armia Boga (1995) ,god s army die letzte schlacht,http://www.imdb.com/title/tt0114194/,6.6,20830.0,5880.0,1995.0,video.movie,0,0,18,38,191,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2966,titles03/index.html.2512,tt0114214,Szybcy i martwi (1995) ,schneller als der tod,http://www.imdb.com/title/tt0114214/,6.4,56873.0,6420.0,1995.0,video.movie,0,0,52,127,207,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2967,titles03/index.html.2517,tt0114388,Rozważna i romantyczna (1995) ,sinn und sinnlichkeit,http://www.imdb.com/title/tt0114388/,7.7,61199.0,8160.0,1995.0,video.movie,34,31,73,423,184,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2968,titles03/index.html.2518,tt0114478,Dym (1995) ,smoke raucher unter sich,http://www.imdb.com/title/tt0114478/,7.5,24134.0,6720.0,1995.0,video.movie,9,7,17,39,69,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2969,titles03/index.html.2519,tt0114558,Dziwne dni (1995) ,strange days,http://www.imdb.com/title/tt0114558/,7.2,45723.0,8700.0,1995.0,video.movie,2,3,29,220,212,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2970,titles03/index.html.252,tt0031088,Braterstwo krwi (1939) ,drei fremdenlegion re,http://www.imdb.com/title/tt0031088/,7.9,3655.0,6720.0,1939.0,video.movie,0,0,6,22,39,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2971,titles03/index.html.2520,tt0114576,Nagla smierc (1995) ,sudden death,http://www.imdb.com/title/tt0114576/,5.6,21347.0,6660.0,1995.0,video.movie,0,0,22,135,100,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2972,titles03/index.html.2521,tt0114594,Szkola Buddy'ego (1994) ,unter haien in hollywood,http://www.imdb.com/title/tt0114594/,7.2,16525.0,6060.0,1994.0,video.movie,5,2,25,91,145,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2973,titles03/index.html.2522,tt0114614,Odlotowa dziewczyna (1995) ,tank girl,http://www.imdb.com/title/tt0114614/,5.1,20398.0,6240.0,1995.0,video.movie,0,0,41,101,159,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2974,titles03/index.html.2524,tt0114671,Ziemia i wolnosc (1995) ,land and freedom,http://www.imdb.com/title/tt0114671/,7.6,6468.0,6540.0,1995.0,video.movie,8,4,9,23,41,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2975,titles03/index.html.2527,tt0114720,Wstrzasy 2 (Video 1996) ,tremors die r ckkehr der raketenw rmer video,http://www.imdb.com/title/tt0114720/,5.9,13879.0,6000.0,1996.0,video.movie,0,0,28,9,68,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2976,titles03/index.html.253,tt0031173,Zeznania szpiega (1939) ,ich war ein spion der nazis,http://www.imdb.com/title/tt0031173/,6.8,842.0,6240.0,1939.0,video.movie,2,0,4,2,27,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2977,titles03/index.html.2530,tt0114793,Wyprawa w świat filmu (TV Movie 1996) ,the universal story tv movie,http://www.imdb.com/title/tt0114793/,7.1,58.0,7200.0,1995.0,video.movie,0,0,4,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2978,titles03/index.html.2532,tt0114857,Zabójcza perfekcja (1995) ,virtuosity,http://www.imdb.com/title/tt0114857/,5.5,20157.0,6360.0,1995.0,video.movie,0,0,15,25,79,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2979,titles03/index.html.2533,tt0114898,Wodny świat (1995) ,waterworld,http://www.imdb.com/title/tt0114898/,6.0,114771.0,8100.0,1995.0,video.movie,5,6,70,281,289,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2986,titles03/index.html.254,tt0031334,Cztery pióra (1939) ,vier federn,http://www.imdb.com/title/tt0031334/,7.7,3786.0,6420.0,1939.0,video.movie,0,2,10,17,61,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2987,titles03/index.html.2540,tt0115434,Die 120 Tage von Bottrop (1997) ,die tage von bottrop,http://www.imdb.com/title/tt0115434/,5.8,187.0,3600.0,1997.0,video.movie,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2988,titles03/index.html.2541,tt0115472,Przygody Pinokia (1996) ,die legende von pinocchio,http://www.imdb.com/title/tt0115472/,5.3,3348.0,5640.0,1996.0,video.movie,1,2,32,29,19,3,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2989,titles03/index.html.2543,tt0115509,Wszystkie psy ida do nieba 2 (1996) ,charlie ein himmlischer held,http://www.imdb.com/title/tt0115509/,5.2,3126.0,4920.0,1996.0,video.movie,0,0,52,18,30,3,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2990,titles03/index.html.2545,tt0115571,Spotkanie (1996) ,die ankunft,http://www.imdb.com/title/tt0115571/,6.3,21583.0,6900.0,1996.0,video.movie,1,1,36,35,101,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2991,titles03/index.html.2546,tt0115632,Basquiat - Taniec ze śmiercią (1996) ,basquiat,http://www.imdb.com/title/tt0115632/,6.9,13418.0,6480.0,1996.0,video.movie,2,3,24,98,69,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2992,titles03/index.html.2548,tt0115675,Droga do Białego Domu (1999) ,die akte romero,http://www.imdb.com/title/tt0115675/,5.4,587.0,6240.0,1999.0,video.movie,1,2,7,6,23,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2993,titles03/index.html.2549,tt0115683,Eko-jaja (1996) ,bud doyle total bio garantiert sch dlich,http://www.imdb.com/title/tt0115683/,4.3,18489.0,5460.0,1996.0,video.movie,1,0,20,41,122,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2994,titles03/index.html.2550,tt0115685,Klatka dla ptaków (1996) ,the birdcage ein paradies f r schrille v gel,http://www.imdb.com/title/tt0115685/,6.9,48798.0,7020.0,1996.0,video.movie,6,14,66,220,159,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2995,titles03/index.html.2551,tt0115734,Trzech facetów z Teksasu (1996) ,durchgeknallt,http://www.imdb.com/title/tt0115734/,7.2,41618.0,5460.0,1996.0,video.movie,2,0,22,301,171,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2996,titles03/index.html.2553,tt0115756,Brilliant Lies (1996) ,netz aus l gen,http://www.imdb.com/title/tt0115756/,6.0,267.0,5640.0,1996.0,video.movie,0,0,0,0,12,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2997,titles03/index.html.2554,tt0115798,Telemaniak (1996) ,cable guy die nervens ge,http://www.imdb.com/title/tt0115798/,6.0,95423.0,5760.0,1996.0,video.movie,3,1,48,165,332,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2998,titles03/index.html.2555,tt0115832,Pieśń Carli (1996) ,carla s song,http://www.imdb.com/title/tt0115832/,6.9,2088.0,7620.0,1996.0,video.movie,4,4,2,9,15,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2999,titles03/index.html.2556,tt0115906,Zle i gorsze (1996) ,baby business,http://www.imdb.com/title/tt0115906/,7.0,4849.0,6360.0,1996.0,video.movie,3,2,15,83,46,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,titles03/index.html.2557,tt0115907,Ludzie miasta (1996) ,city hall,http://www.imdb.com/title/tt0115907/,6.2,14605.0,6660.0,1996.0,video.movie,0,0,29,2,54,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3001,titles03/index.html.2558,tt0115964,Crash: Niebezpieczne pożądanie (1996) ,crash,http://www.imdb.com/title/tt0115964/,6.3,34301.0,6000.0,1996.0,video.movie,8,4,31,94,284,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3002,titles03/index.html.256,tt0031397,Podróże Guliwera (1939) ,gullivers reisen,http://www.imdb.com/title/tt0031397/,6.9,2209.0,4560.0,1939.0,video.movie,0,0,31,0,48,3,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3003,titles03/index.html.2560,tt0116059,Najlepszy kumpel Pana Boga (1996) ,hilfe ich komm in den himmel,http://www.imdb.com/title/tt0116059/,5.2,2753.0,6720.0,1996.0,video.movie,0,0,22,297,34,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3005,titles03/index.html.2562,tt0116095,Diabolique (1996) ,diabolisch,http://www.imdb.com/title/tt0116095/,5.3,9777.0,6420.0,1996.0,video.movie,1,1,33,8,54,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3006,titles03/index.html.2563,tt0116126,Chlopaczki z sasiedztwa (1996) ,hip hop hood im viertel ist die h lle los,http://www.imdb.com/title/tt0116126/,6.6,29996.0,5340.0,1996.0,video.movie,0,0,10,13,119,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3007,titles03/index.html.2564,tt0116136,Ostatni smok (1996) ,dragonheart,http://www.imdb.com/title/tt0116136/,6.4,66725.0,6180.0,1996.0,video.movie,2,5,45,44,124,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3008,titles03/index.html.2565,tt0116168,Eddie (1996) ,eddie,http://www.imdb.com/title/tt0116168/,5.0,6059.0,6000.0,1996.0,video.movie,0,0,32,126,20,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3009,titles03/index.html.2567,tt0116213,Egzekutor (1996) ,eraser,http://www.imdb.com/title/tt0116213/,6.0,67049.0,6900.0,1996.0,video.movie,3,1,36,59,123,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3010,titles03/index.html.2568,tt0116242,Wszyscy mówią: kocham cię (1996) ,everyone says i love you,http://www.imdb.com/title/tt0116242/,6.8,25428.0,6060.0,1996.0,video.movie,13,9,24,73,132,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3011,titles03/index.html.257,tt0031398,Gunga Din (1939) ,aufstand in sidi hakim,http://www.imdb.com/title/tt0031398/,7.6,7424.0,7020.0,1939.0,video.movie,1,0,14,45,91,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3012,titles03/index.html.2570,tt0116329,Droga do domu (1996) ,amy und die wildg nse,http://www.imdb.com/title/tt0116329/,6.8,16577.0,6420.0,1996.0,video.movie,4,4,60,17,81,3,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3013,titles03/index.html.2571,tt0116334,Mozart na zawsze (1996) ,for ever mozart,http://www.imdb.com/title/tt0116334/,6.5,525.0,5040.0,1996.0,video.movie,0,0,3,4,8,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3014,titles03/index.html.2572,tt0116409,Duch i mrok (1996) ,der geist und die dunkelheit,http://www.imdb.com/title/tt0116409/,6.8,38290.0,6540.0,1996.0,video.movie,0,2,32,16,135,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3015,titles03/index.html.2573,tt0116477,Hamlet (1996) ,hamlet,http://www.imdb.com/title/tt0116477/,7.9,26558.0,14520.0,1996.0,video.movie,6,12,67,18,208,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3016,titles03/index.html.2574,tt0116488,Hard Core Logo (1996) ,hard core logo,http://www.imdb.com/title/tt0116488/,7.5,2089.0,5520.0,1996.0,video.movie,4,6,16,73,39,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3017,titles03/index.html.2575,tt0116493,Harriet szpieg (1996) ,harriet die kleine detektivin,http://www.imdb.com/title/tt0116493/,5.9,6630.0,6000.0,1996.0,video.movie,3,2,15,25,36,3,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3018,titles03/index.html.2576,tt0116552,Daleko od domu 2: Zagubieni w San Francisco (1996) ,ein tierisches trio,http://www.imdb.com/title/tt0116552/,5.8,8174.0,5340.0,1996.0,video.movie,0,0,35,16,27,3,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3019,titles03/index.html.2578,tt0116594,Strzelalam do Warhola (1996) ,i shot andy warhol,http://www.imdb.com/title/tt0116594/,6.6,4978.0,6180.0,1996.0,video.movie,6,5,14,94,38,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3020,titles03/index.html.2579,tt0116629,Dzień Niepodległości (1996) ,independence day,http://www.imdb.com/title/tt0116629/,6.9,330053.0,8700.0,1996.0,video.movie,26,22,102,3787,791,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3021,titles03/index.html.258,tt0031455,Dzwonnik z Notre Dame (1939) ,der gl ckner von notre dame,http://www.imdb.com/title/tt0031455/,7.9,6586.0,7020.0,1939.0,video.movie,0,0,14,16,68,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3022,titles03/index.html.2580,tt0116654,Wyspa doktora Moreau (1996) ,d n a experiment des wahnsinns,http://www.imdb.com/title/tt0116654/,4.4,22378.0,5760.0,1996.0,video.movie,1,7,37,73,156,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
3023,titles03/index.html.2583,tt0116705,Świąteczna gorączka (1996) ,versprochen ist versprochen,http://www.imdb.com/title/tt0116705/,5.3,54282.0,5340.0,1996.0,video.movie,2,1,41,191,141,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3024,titles03/index.html.2584,tt0116830,Ostatni sprawiedliwy (1996) ,last man standing,http://www.imdb.com/title/tt0116830/,6.4,37835.0,6060.0,1996.0,video.movie,0,0,46,0,143,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3025,titles03/index.html.2585,tt0116860,Piękna wieś pięknie płonie (1996) ,d rfer in flammen,http://www.imdb.com/title/tt0116860/,8.5,7660.0,6900.0,1996.0,video.movie,6,1,4,0,36,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3026,titles03/index.html.2587,tt0117008,Matylda (1996) ,matilda,http://www.imdb.com/title/tt0117008/,6.8,65950.0,5880.0,1996.0,video.movie,3,7,65,173,149,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3027,titles03/index.html.2589,tt0117039,Michael Collins (1996) ,michael collins,http://www.imdb.com/title/tt0117039/,7.1,19919.0,7980.0,1996.0,video.movie,6,9,45,76,85,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3028,titles03/index.html.259,tt0031500,Swiat jest piekny (1939) ,drunter und dr ber,http://www.imdb.com/title/tt0031500/,7.0,1485.0,5160.0,1939.0,video.movie,0,0,2,11,24,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3029,titles03/index.html.2590,tt0117057,Miłość ma dwie twarze (1996) ,liebe hat zwei gesichter,http://www.imdb.com/title/tt0117057/,6.4,9560.0,7560.0,1996.0,video.movie,4,5,38,70,67,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3030,titles03/index.html.2592,tt0117109,The Munsters' Scary Little Christmas (TV Movie 1996) ,munsters fr hliche weihnachten tv movie,http://www.imdb.com/title/tt0117109/,5.2,225.0,5460.0,1996.0,video.movie,0,0,0,0,6,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3031,titles03/index.html.2594,tt0117315,Ojciec (1996) ,pedar,http://www.imdb.com/title/tt0117315/,7.6,697.0,5760.0,1996.0,video.movie,9,2,0,0,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3032,titles03/index.html.2596,tt0117331,Fantom (1996) ,das phantom,http://www.imdb.com/title/tt0117331/,4.8,23963.0,6000.0,1996.0,video.movie,2,0,22,121,137,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3033,titles03/index.html.2598,tt0117350,Plump Fiction (1997) ,plump fiction,http://www.imdb.com/title/tt0117350/,2.7,3072.0,4920.0,1997.0,video.movie,0,0,2,2,36,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3034,titles03/index.html.2599,tt0117372,Zona pastora (1996) ,rendezvous mit einem engel,http://www.imdb.com/title/tt0117372/,5.4,7479.0,7380.0,1996.0,video.movie,2,5,38,76,44,3,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3036,titles03/index.html.260,tt0031505,Oberża Jamajka (1939) ,die taverne von jamaika,http://www.imdb.com/title/tt0031505/,6.3,5120.0,6480.0,1939.0,video.movie,0,0,26,34,68,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
